-0.133630621,SWA,DIV,OWS,SWM,WPO,ARC,ATH,BDM,BSB,SBL,BK3,BKB,PEL,BOX,BKG,CSP,CSL,CKT,CQT,BMF,BMX,MTB,CRD,CTR,EDR,EVE,EJP,EVL,EDV,FEN,HOC,FBL,GLF,GAR,GRY,GTR,HBL,JUD,KTE,LAX,MPN,POL,ROW,RU7,RUG,SAL,SHO,SKB,CLB,SRF,TTE,TKW,TEN,TRI,TOW,VBV,VVO,WLF,WRF,WRG
PHI,0.33249414,0.34526898,0.481931597,0.301546544,0.339521932,0.121962275,0.318277653,-0.085260911,-0.119736868,0.160643866,0.816026113,-0.226478092,-0.100055602,0.295337161,0.566981744,0.008399519,0.399127833,-0.100055602,-0.100055602,0.816026113,0.481931597,0.351994735,0.369188676,0.393275647,0.3027884,0.211340986,0.141014568,-0.100055602,-0.100055602,0.496289552,0.326237062,0.187917018,0.481931597,0.190106092,0.362648104,0.339717138,0.25468295,0.350852378,0.566981744,-0.144004608,0.150083403,-0.160643866,0.287257454,0.718421208,-0.211340986,0.151199575,0.052522769,0.816026113,0.771400246,0.816026113,0.462531291,-0.084929285,-0.351994735,0.495343961,-0.240965799,0.351994735,-0.036001152,0.198630164,0.340186202,0.026205871
POR,0.635928896,0.628333936,0.493113673,0.575274497,0.613739523,0.182868451,0.617794897,0.307518137,-0.165395354,0.567080724,0.648321926,0.121659813,-0.163803446,0.499364399,0.450459477,0.301663781,0.537610126,-0.163803446,-0.163803446,0.648321926,0.493113673,0.652447197,0.670770046,0.633044959,0.418248743,0.345991441,0.23085836,-0.163803446,-0.163803446,0.716900851,0.559768018,0.641300963,0.27121252,0.383411343,0.684715312,0.621334045,0.604446928,0.616304315,0.450459477,-0.235753428,0.386473756,-0.246556836,0.644368733,0.532940585,-0.264899697,0.373457435,0.330016282,0.648321926,0.612867266,0.648321926,0.597417998,0.230284646,-0.102759489,0.693501685,-0.394490938,0.652447197,0.272589901,0.58747029,0.567275367,0.233951416
PRK,0.619340852,0.541676522,0.476330512,0.704158859,0.546864518,0.324543719,0.675712128,0.642558715,-0.147931584,0.317553674,0.094887309,0.559614819,-0.131856986,0.516074617,0.263713973,0.49574193,0.824305594,-0.131856986,-0.131856986,0.094887309,0.476330512,0.6155221,0.621312652,0.591589949,0.399025793,0.278512997,0.185834232,-0.131856986,-0.131856986,0.577084231,0.644890966,0.589975463,0.095266102,0.44625454,0.662763554,0.559614819,0.724471027,0.811681478,-0.131856986,-0.189774618,0.445017329,-0.317553674,0.684317355,0.276138957,-0.278512997,0.524785783,0.43436857,0.094887309,0.179396449,0.094887309,0.676827888,0.783460747,0.291947241,0.501528141,-0.317553674,0.6155221,0.5218802,0.676513802,0.563416627,0.332400045
PUR,0.56890667,0.38641218,0.53935989,0.525143581,0.379980298,0.208680826,0.533177125,0.344409578,-0.175881618,-5.24E-17,0.44320263,0.201980594,-0.111978502,0.462925101,0.447914009,0.277984104,0.480024002,-0.111978502,-0.111978502,0.44320263,0.53935989,0.431818182,0.510894223,0.402566573,0.338869497,0.236524958,0.157818251,-0.111978502,-0.111978502,0.514588427,0.5055402,0.426805031,0.269679945,0.316646206,0.539873368,0.380198765,0.563111347,0.56795596,0.167967753,-0.161164593,0.307940881,-0.269679945,0.581151098,0.469017647,-0.236524958,0.321708933,0.271714608,0.44320263,0.48244488,0.44320263,0.458824177,0.261386651,0.012396694,0.436059729,-0.269679945,0.431818182,0.261892463,0.432582771,0.493911858,0.249293394
QAT,0.603309229,0.587816955,0.712525303,0.513632472,0.628737284,0.325329971,0.541563021,0.253545236,-0.217262047,0.323875138,0.658078212,-0.011415099,-0.080689099,0.415814911,0.188274564,0.243854272,0.610118773,-0.080689099,-0.080689099,0.658078212,0.712525303,0.611398405,0.539131747,0.642043931,0.244181461,0.170434372,0.113720153,-0.080689099,-0.080689099,0.600343547,0.465469508,0.552690926,0.453425193,0.273082812,0.623535869,0.673490823,0.480906562,0.621073895,0.726201888,-0.116131449,0.322756395,-0.194325083,0.481133033,0.659832884,-0.170434372,0.405500698,0.383802644,0.658078212,0.500111578,0.658078212,0.663658126,0.331037862,0.00397012,0.740474427,-0.194325083,0.611398405,0.309683864,0.544408535,0.415218268,0.003522255
ROC,0.257826235,0.288980832,0.415227399,0.25058258,0.31203058,0.179446809,0.254629044,-0.121208902,-0.092847669,0.415227399,0.694808334,-0.248792328,-0.034482759,0.188946735,-0.034482759,0.104211946,0.240205898,-0.034482759,-0.034482759,0.694808334,0.415227399,0.307940881,0.247593784,0.347106774,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.377292413,0.198919965,0.274290193,0.415227399,0.116702861,0.290051588,0.336601385,0.205517042,0.282027413,1,-0.049629167,0.137931034,-0.08304548,0.205613825,0.557086015,-0.072835704,0.167232928,0.164019355,0.694808334,0.422235952,0.694808334,0.335371383,-0.1024439,-0.193417413,0.462175147,-0.08304548,0.307940881,0.173702083,0.251156202,0.228143479,-0.058704656
ROT,0.257826235,0.288980832,0.415227399,0.25058258,0.31203058,0.179446809,0.254629044,-0.121208902,-0.092847669,-0.08304548,0.694808334,-0.248792328,-0.034482759,0.188946735,1,-0.267973575,0.424979665,-0.034482759,-0.034482759,0.694808334,0.415227399,0.307940881,0.247593784,0.347106774,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.377292413,0.198919965,0.274290193,0.415227399,0.116702861,0.290051588,0.336601385,0.205517042,0.282027413,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,0.557086015,-0.072835704,0.167232928,0.164019355,0.694808334,0.891387009,0.694808334,0.335371383,-0.1024439,-0.193417413,0.462175147,-0.08304548,0.307940881,-0.198516667,0.084643803,0.228143479,-0.058704656
ROU,0.428233891,0.156394612,-0.14807995,0.606352864,0.085328346,0.013008294,0.502383195,0.473124615,0.282423183,0.187899769,-0.090725655,0.680022259,-0.163792708,0.525897993,-0.024284723,0.605428147,0.141479825,-0.163792708,-0.163792708,-0.090725655,-0.14807995,0.084734317,0.380737985,0.156182029,0.452669979,0.34596876,0.230843226,-0.163792708,-0.163792708,0.347120084,0.556086501,0.177758219,-0.267539406,0.559169182,0.286954438,0.026534245,0.609549839,0.434705678,-0.101789159,-0.235737973,0.569915953,-0.379532646,0.631596149,-0.136342226,-0.337783379,0.215829961,0.178780875,-0.090725655,-0.068189536,-0.090725655,0.180351315,0.191002705,0.06970942,-0.000187171,-0.394465078,0.084734317,0.668915794,0.480651282,0.458939728,0.663046909
RSA,0.186955386,0.485579566,0.289411722,0.01864407,0.401097505,0.209194976,0.233708476,0.168397601,-0.424356907,0.118611361,0.113414154,-0.096151527,-0.187152611,0.15517349,0.167452336,-0.010631628,0.290297497,-0.187152611,-0.187152611,0.113414154,0.289411722,0.399838817,0.388993831,0.218135353,0.178850996,0.332892946,0.197130219,0.403855634,-0.187152611,0.216412363,0.190231114,0.35258439,0.090144635,-0.00614096,0.313230018,0.372064605,0.003669173,0.164255904,-0.009850137,-0.184298,0.142826993,0.004744454,0.069176081,0.335949218,0.072820332,0.349972685,0.46472895,0.113414154,0.147416356,0.113414154,0.276756052,0.321898591,0.206462226,0.346112182,0.061677908,0.399838817,-0.205563154,0.209682068,0.107530655,-0.012899399
RUS,0.596037712,0.623806548,0.339649846,0.512159165,0.6668294,0.27670166,0.561850022,0.765207681,-0.249874765,0.716116699,-0.13356368,0.49008339,-0.092801158,0.337532121,-0.092801158,0.458476053,0.627990063,-0.092801158,-0.092801158,-0.13356368,0.339649846,0.807764485,0.645074993,0.678145599,0.262916286,0.18578494,0.119865939,-0.092801158,-0.092801158,0.503686019,0.514278592,0.721051855,-0.049262191,0.289336822,0.759393112,0.711228608,0.533845142,0.657633828,-0.092801158,-0.119618516,0.251704301,-0.214160895,0.530530193,0.049859002,-0.18578494,0.515100203,0.518849448,-0.13356368,-0.126259508,-0.13356368,0.633236521,0.883941195,0.442950704,0.573435382,-0.198604414,0.807764485,0.448879329,0.674880276,0.336909555,0.110165785
SAM,0.257826235,0.288980832,0.415227399,0.198135064,0.31203058,0.106698103,0.233757811,0.292003263,-0.092847669,0.415227399,-0.049629167,0.190252957,-0.034482759,0.08772527,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,0.415227399,0.307940881,0.247593784,0.228098737,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,0.336601385,0.205517042,0.252130514,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.221765404,0.164019355,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.188327481,0.274806844,-0.08304548,0.307940881,0.173702083,0.292784302,0.171107609,0.009031486
SCG,0.257826235,0.288980832,-0.08304548,0.198135064,0.31203058,0.106698103,0.212886578,0.292003263,-0.092847669,0.415227399,-0.049629167,0.190252957,-0.034482759,0.08772527,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,-0.08304548,0.307940881,0.247593784,0.347106774,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,0.336601385,0.205517042,0.252130514,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.221765404,0.230513688,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.188327481,0.274806844,-0.08304548,0.307940881,0.173702083,0.292784302,0.171107609,0.009031486
SEN,0.257826235,-0.050996617,-0.08304548,0.180652558,-0.078007645,0.106698103,0.129401645,0.292003263,0.371390676,-0.08304548,-0.049629167,0.190252957,-0.034482759,0.138336002,-0.034482759,0.17864905,-0.129341637,-0.034482759,-0.034482759,-0.049629167,-0.08304548,-0.111978502,0.092847669,-0.009917336,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.015091697,0.198919965,-0.068572548,-0.08304548,0.116702861,0.077818719,-0.1024439,0.205517042,0.042852222,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.058167975,0.097525022,-0.049629167,-0.046915106,-0.049629167,0.242212665,-0.1024439,0.111978502,-0.099929762,-0.08304548,-0.111978502,0.173702083,0.084643803,0.114071739,0.212239911
SGP,0.433706232,0.52555465,0.751469149,0.355943733,0.558823529,0.159087913,0.434381281,0.348983611,-0.035007002,-2.61E-17,0.168408267,0.182089925,-0.078007645,0.332028824,0.31203058,0.165586679,0.473732459,-0.078007645,-0.078007645,0.168408267,0.751469149,0.538305422,0.443422027,0.42626906,0.137705658,0.164770511,0.109941014,-0.078007645,-0.078007645,0.443829925,0.352174745,0.491233305,0.187867287,0.264007746,0.49612173,0.595930665,0.319636016,0.42383606,-0.078007645,-0.112272178,0.31203058,-0.187867287,0.344551155,0.32673202,-0.164770511,0.296074925,0.258229453,0.168408267,0.247642198,0.168408267,0.442565913,0.430394369,0.138174654,0.551029235,-0.187867287,0.538305422,0.252612401,0.45830369,0.365578718,-0.005107806
SLO,0.800837659,0.801105286,0.831766766,0.688117184,0.855327561,0.410081657,0.737588399,0.605840222,-0.303455252,0.674168852,0.465681461,0.25149979,-0.112700451,0.489476401,0.214494407,0.403380173,0.843509872,-0.112700451,-0.112700451,0.465681461,0.831766766,0.917903469,0.776584409,0.85842066,0.34105426,0.238049885,0.158835738,-0.112700451,-0.112700451,0.755776933,0.650132726,0.824170563,0.358973025,0.381421489,0.903228209,0.914965494,0.671694039,0.84925757,0.432624313,-0.162203655,0.396269329,-0.271418629,0.672010356,0.580806827,-0.238049885,0.609812189,0.56410845,0.465681461,0.390752486,0.465681461,0.870200206,0.729812274,0.245239337,0.898154806,-0.271418629,0.917903469,0.449984334,0.781357653,0.57125976,0.043800492
SMR,0.257826235,0.288980832,0.415227399,0.25058258,0.31203058,0.179446809,0.254629044,-0.121208902,-0.092847669,0.415227399,0.694808334,-0.248792328,-0.034482759,0.188946735,-0.034482759,0.104211946,0.240205898,-0.034482759,-0.034482759,0.694808334,0.415227399,0.307940881,0.247593784,0.347106774,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.377292413,0.198919965,0.274290193,0.415227399,0.116702861,0.290051588,0.336601385,0.205517042,0.282027413,1,-0.049629167,0.137931034,-0.08304548,0.205613825,0.557086015,-0.072835704,0.167232928,0.164019355,0.694808334,0.422235952,0.694808334,0.335371383,-0.1024439,-0.193417413,0.462175147,-0.08304548,0.307940881,0.173702083,0.251156202,0.228143479,-0.058704656
SRB,0.568916576,0.637661971,0.91623628,0.493072398,0.688523298,0.312934432,0.538040532,0.204157002,-0.20487666,0.271711448,0.683500822,-0.047882851,-0.076089281,0.393822212,0.317475968,0.173314293,0.600332247,-0.076089281,-0.076089281,0.683500822,0.91623628,0.679499011,0.546337761,0.630093506,0.230261488,0.160718475,0.107237345,-0.076089281,-0.076089281,0.625832408,0.438934639,0.605245766,0.650843702,0.257515269,0.64002469,0.742740969,0.453491678,0.588196131,0.632328167,-0.109511181,0.304357126,-0.183247256,0.453705239,0.899573383,-0.160718475,0.381462377,0.361923331,0.683500822,0.574727607,0.683500822,0.633701161,0.275048005,0.008907653,0.805979878,-0.183247256,0.679499011,0.241679849,0.538361293,0.4730402,-0.093459098
SRI,0.085632769,0.171258894,-0.119522861,0.020968019,0.168408267,-0.055841745,0.111143691,0.122907537,-0.133630621,0.239045722,-0.071428571,0.115847251,-0.049629167,0.053416943,-0.049629167,0.176769932,0.079780463,-0.049629167,-0.049629167,-0.071428571,-0.119522861,0.141019019,0.133630621,0.157008336,0.150187852,0.104828484,0.069945464,-0.049629167,-0.049629167,0.086882645,0.099580776,0.148039131,-0.119522861,0.002210054,0.112000267,0.168505093,0.018486847,0.061674882,-0.049629167,-0.071428571,0.012407292,-0.119522861,0.065761965,-0.089087081,-0.104828484,0.083718016,0.020735367,-0.071428571,-0.06752237,-0.071428571,0.080446978,0.168505093,-0.058605306,0.125845556,-0.119522861,0.141019019,-0.017857143,0.151779776,-2.51E-17,0.110487488
SUD,0.257826235,0.288980832,0.415227399,0.198135064,0.31203058,0.106698103,0.233757811,0.292003263,-0.092847669,0.415227399,-0.049629167,0.190252957,-0.034482759,0.08772527,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,0.415227399,0.307940881,0.247593784,0.228098737,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,0.336601385,0.205517042,0.252130514,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.221765404,0.164019355,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.188327481,0.274806844,-0.08304548,0.307940881,0.173702083,0.292784302,0.171107609,0.009031486
SUI,-0.075454154,0.15992652,0.041636538,-0.163273505,0.075920804,-0.093831259,-0.082851973,-0.161513158,-0.238231917,0.071027035,0.143440816,-0.226166896,0.05389985,0.044977932,0.023390501,-0.12996334,-0.086645722,0.05389985,0.05389985,0.143440816,0.041636538,0.026420092,0.087625533,-0.035390777,0.113870503,0.2244762,0.285224835,0.114918549,0.05389985,0.131301524,-0.119628063,0.127409123,0.056331786,-0.132148698,-0.027749344,0.030644751,-0.133724891,-0.147219592,0.175937248,-0.251753269,-0.085934667,0.394322504,-0.064009303,0.115008512,0.258845761,-0.008899216,-0.130869108,0.143440816,0.101005552,0.143440816,-0.062642349,-0.137685572,-0.186291673,0.062258873,-0.19348744,0.026420092,-0.2934682,0.007652734,0.045417322,-0.03409407
SUR,0.371075334,-0.073396669,-0.119522861,0.260003441,-0.112272178,0.1535648,0.201260196,0.42026448,0.200445931,-0.119522861,-0.071428571,0.273820776,-0.049629167,0.199099515,-0.049629167,0.257119901,0.079780463,-0.049629167,-0.049629167,-0.071428571,-0.119522861,-0.161164593,0.133630621,0.02854697,0.150187852,0.104828484,0.069945464,-0.049629167,-0.049629167,0.021720661,0.286294731,-0.098692754,-0.119522861,0.167964107,0.112000267,-0.147441956,0.295789547,0.212276337,-0.049629167,-0.071428571,0.198516667,-0.119522861,0.295928841,-0.089087081,-0.104828484,0.162203655,0.140362481,-0.071428571,-0.06752237,-0.071428571,0.34860357,0.168505093,0.161164593,-0.143823493,-0.119522861,-0.161164593,0.25,0.121823241,0.164177276,0.305465408
SVK,0.714117477,0.768547746,0.607035416,0.613714366,0.823637367,0.350573871,0.667882173,0.683142933,-0.276501797,0.831863348,0.188104544,0.368472668,-0.102690189,0.416534016,-0.009335472,0.464845441,0.732011403,-0.102690189,-0.102690189,0.188104544,0.607035416,0.917052713,0.737338124,0.818896757,0.310761191,0.216905855,0.144727655,-0.102690189,-0.102690189,0.665978079,0.592386737,0.816840441,0.157379552,0.347542928,0.86377812,0.883541988,0.612032934,0.76433849,0.270728681,-0.147796427,0.340744719,-0.247310725,0.612321156,0.318396008,-0.216905855,0.581682113,0.55445923,0.188104544,0.114311382,0.188104544,0.76334763,0.804300554,0.333473714,0.801470381,-0.247310725,0.917052713,0.483697398,0.781756822,0.463237373,0.057459431
SWE,-0.313906313,-0.017473357,-0.231307554,-0.429939125,-0.173303168,-0.068507504,-0.24009807,-0.283894763,-0.272976914,-0.247829523,-0.118485174,-0.346482103,-0.185230095,-0.296813156,-0.07089053,-0.312312201,-0.310833804,-0.185230095,-0.185230095,-0.118485174,-0.231307554,-0.309110266,-0.127252396,-0.467615796,-0.027681164,0.258417923,0.119247923,0.535109162,-0.185230095,-0.353294842,-0.259246857,-0.212975617,-0.297395427,-0.475462548,-0.334976337,-0.278544436,-0.393119051,-0.398979509,-0.093758443,-0.077344489,-0.162362182,0.297395427,-0.39391968,-0.140935449,0.303097658,-0.068471025,0.230627372,-0.118485174,-0.106820153,-0.118485174,-0.336083296,-0.278544436,0.238646964,-0.267566609,0.380005268,-0.309110266,-0.502739177,-0.384558337,-0.34294166,0.015572454
SYR,0.439860916,0.251339343,0.087705802,0.418507899,0.247155766,0.186955913,0.394560372,0.354939224,-0.196116135,0.613940614,0.28827833,0.170017284,-0.072835704,0.292198204,-0.072835704,0.338041679,0.312228557,-0.072835704,-0.072835704,0.28827833,0.087705802,0.428701487,0.441261304,0.38753336,0.220415508,0.153846154,0.102651877,-0.072835704,-0.072835704,0.414403807,0.420165796,0.398313753,0.087705802,0.246503917,0.500585791,0.247297867,0.434100375,0.453622391,0.473432076,-0.104828484,0.154775871,-0.175411604,0.434304804,0.196116135,-0.153846154,0.295642599,0.311334569,0.28827833,0.148643622,0.28827833,0.364030314,0.247297867,0.115574696,0.283632275,-0.175411604,0.428701487,0.366899693,0.376626419,0.331301256,0.197919971
TAN,-0.138829511,-0.050996617,-0.08304548,0.09324003,-0.078007645,-0.03879931,0.045916713,-0.121208902,-0.092847669,-0.08304548,-0.049629167,0.190252957,-0.034482759,0.08772527,-0.034482759,0.17864905,-0.129341637,-0.034482759,-0.034482759,-0.049629167,-0.08304548,-0.111978502,-0.061898446,-0.128925373,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.015091697,0.198919965,-0.068572548,-0.08304548,0.116702861,-0.13441415,-0.1024439,0.205517042,0.072749121,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,-0.050896978,-0.101957977,-0.049629167,-0.046915106,-0.049629167,-0.130422204,-0.1024439,0.111978502,-0.099929762,-0.08304548,-0.111978502,0.173702083,0.084643803,0.114071739,0.212239911
TCH,-0.502978083,-0.2257044,-0.425889531,-0.161710278,-0.400053554,-0.587393833,-0.159673959,-0.403889343,0.485943059,-0.425889531,-0.254517676,0.204596992,-0.176841002,0.153005033,-0.176841002,0.14485295,-0.468603601,-0.176841002,-0.176841002,-0.254517676,-0.425889531,-0.574269326,-0.235905244,-0.510689731,0.351883715,0.373529828,0.249232996,-0.104166618,-0.176841002,-0.138888876,-0.137314716,-0.423926988,-0.425889531,0.237651475,-0.577504834,-0.525372176,-0.306355543,-0.414531994,-0.176841002,-0.254517676,0.280402,-0.058341032,-0.176547102,-0.317439314,-0.143271715,-0.437245982,-0.555579651,-0.254517676,-0.240598915,-0.254517676,-0.472518486,-0.417418989,-0.519917559,-0.512478697,-0.390884912,-0.574269326,0.027892348,-0.153728763,0.100171963,0.467452453
TGA,0.059498362,-0.050996617,-0.08304548,0.198135064,-0.078007645,0.106698103,0.171144111,0.292003263,-0.092847669,0.415227399,-0.049629167,0.190252957,-0.034482759,0.138336002,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,-0.08304548,0.307940881,0.247593784,0.1090907,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,-0.1024439,0.205517042,0.252130514,-0.034482759,-0.049629167,-0.120689655,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.167232928,0.164019355,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.111978502,-0.099929762,-0.08304548,0.307940881,0.173702083,0.084643803,0.114071739,0.212239911
THA,0.777267741,0.779715016,0.679975388,0.663847894,0.830963478,0.37089336,0.705474522,0.64952064,-0.228808771,0.561144738,0.31167649,0.340875394,-0.112389523,0.462947908,0.381027896,0.354451046,0.782902164,-0.112389523,-0.112389523,0.31167649,0.679975388,0.870144522,0.745473739,0.81912572,0.340113329,0.237393132,0.158397528,-0.112389523,-0.112389523,0.697034326,0.627713236,0.784969442,0.28387322,0.380369189,0.86100674,0.887672102,0.669840909,0.790871508,0.05208295,-0.161756153,0.408439975,-0.270669815,0.670156354,0.487141255,-0.237393132,0.579742128,0.550445563,0.31167649,0.36922225,0.31167649,0.789442813,0.713162515,0.292138733,0.836097502,-0.270669815,0.870144522,0.388609295,0.745789456,0.553156308,0.067129092
TJK,0.485346564,0.543993724,0.781647343,0.415293475,0.587383864,0.25954574,0.456877032,0.216317425,-0.174781659,0.111663906,0.507162802,0.003935636,-0.064912279,0.301242512,0.769674161,-0.024021356,0.601246411,-0.064912279,-0.064912279,0.507162802,0.781647343,0.579685184,0.466084425,0.525397599,0.196437627,0.137110014,0.091484902,-0.064912279,-0.064912279,0.5154287,0.374458098,0.516339241,0.379657281,0.219688011,0.546009375,0.633637325,0.386876806,0.498744448,-0.064912279,-0.093424727,0.259649115,-0.156329469,0.387058996,0.549313786,-0.137110014,0.34413864,0.308759232,0.507162802,0.668675455,0.507162802,0.531112074,0.279430125,0.04653907,0.668474359,-0.156329469,0.579685184,0.026692779,0.383232727,0.383455428,-0.055861661
TKM,0.257826235,0.288980832,0.415227399,0.25058258,0.31203058,0.179446809,0.254629044,-0.121208902,-0.092847669,0.415227399,0.694808334,-0.248792328,-0.034482759,0.188946735,-0.034482759,0.104211946,0.240205898,-0.034482759,-0.034482759,0.694808334,0.415227399,0.307940881,0.247593784,0.347106774,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.377292413,0.198919965,0.274290193,0.415227399,0.116702861,0.290051588,0.336601385,0.205517042,0.282027413,1,-0.049629167,0.137931034,-0.08304548,0.205613825,0.557086015,-0.072835704,0.167232928,0.164019355,0.694808334,0.422235952,0.694808334,0.335371383,-0.1024439,-0.193417413,0.462175147,-0.08304548,0.307940881,0.173702083,0.251156202,0.228143479,-0.058704656
TOG,0.257826235,0.288980832,0.415227399,0.198135064,0.31203058,0.106698103,0.233757811,0.292003263,-0.092847669,0.415227399,-0.049629167,0.190252957,-0.034482759,0.08772527,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,0.415227399,0.307940881,0.247593784,0.228098737,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,0.336601385,0.205517042,0.252130514,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.221765404,0.164019355,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.188327481,0.274806844,-0.08304548,0.307940881,0.173702083,0.292784302,0.171107609,0.009031486
TPE,0.676317562,0.718618846,0.695464779,0.609444908,0.768251879,0.351243939,0.634264322,0.254319807,-0.205274061,0.662082469,0.804639739,-0.025492389,-0.099338955,0.439211086,0.385804778,0.220425009,0.704371392,-0.099338955,-0.099338955,0.804639739,0.695464779,0.77459349,0.651071263,0.804615356,0.283141793,0.209827259,0.140004552,-0.099338955,-0.099338955,0.747190997,0.538288846,0.698301547,0.495170922,0.336201068,0.750276655,0.822619788,0.540426492,0.696300464,0.732336015,-0.142973177,0.380029257,-0.239239884,0.549481886,0.734010278,-0.209827259,0.485423043,0.465829542,0.804639739,0.6820584,0.804639739,0.741462293,0.32257677,-0.035464549,0.904648123,-0.239239884,0.77459349,0.325845845,0.625926121,0.485289526,-0.001210148
TTO,0.295463515,0.416252645,0.327072995,0.312340004,0.414094741,0.023253745,0.424585738,0.454736408,0.015899075,0.327072995,-0.161469848,0.393449111,-0.112190596,0.337415528,-0.112190596,0.42190854,0.338551658,-0.112190596,-0.112190596,-0.161469848,0.327072995,0.498550155,0.434574717,0.365118937,0.339511336,0.236972951,0.158117168,-0.112190596,-0.112190596,0.374720039,0.336184161,0.481432049,-0.184867345,0.356030685,0.43489728,0.418509564,0.27274098,0.410754029,-0.112190596,-0.161469848,0.3159051,-0.270190735,0.340353256,-0.09539445,-0.236972951,0.27329352,0.214822944,-0.161469848,-0.152639577,-0.161469848,0.341380042,0.568872282,0.102847759,0.316568306,-0.270190735,0.498550155,0.373930175,0.489240648,0.302768449,0.21496851
TUN,0.432878996,0.556537117,0.789352217,0.560062041,0.576696788,0.171589674,0.55326622,0.197834977,0.114401079,0.087705802,0.497935297,0.13910505,-0.109253556,0.465022751,0.437014224,0.166400361,0.598438067,-0.109253556,-0.109253556,0.497935297,0.789352217,0.606095206,0.51208102,0.544641479,0.330623261,0.230769231,0.153977815,-0.109253556,-0.109253556,0.62160571,0.401897718,0.567295346,0.43852901,0.369755876,0.545414369,0.602788551,0.345923737,0.530454026,0.254924964,-0.157242726,0.391491909,-0.263117406,0.369963352,0.675511132,-0.230769231,0.309080899,0.27973294,0.497935297,0.511994698,0.497935297,0.521448828,0.293666217,-0.088696859,0.639821645,-0.263117406,0.606095206,0.353796132,0.488002325,0.481892737,0.052460715
TUR,0.494591931,0.55195411,0.423352785,0.456053145,0.533810214,0.039424911,0.595446845,0.281624506,-0.046905863,0.469120653,0.46497606,0.153245014,-0.175787676,0.491372729,0.204293785,0.408185186,0.51170666,-0.175787676,-0.175787676,0.46497606,0.423352785,0.54770626,0.587033986,0.550661596,0.42413737,0.371304955,0.247748478,-0.175787676,-0.175787676,0.634194689,0.513585207,0.563724308,0.24028131,0.467991249,0.552661418,0.52627564,0.330943734,0.504050408,0.441844698,-0.25300168,0.46559979,-0.377584916,0.431236059,0.508857547,-0.371304955,0.341611934,0.237589736,0.46497606,0.385681825,0.46497606,0.554487736,0.344801281,-0.221607142,0.566220332,-0.423352785,0.54770626,0.33847522,0.559593618,0.534369521,0.260692128
